tract,DIABETES_CrudePrev,OBESITY_CrudePrev,CHD_CrudePrev,percent_uninsured,percent_no_car,access_constraint,poverty_rate,median_income,percent_no_hs,tract_str,fast_food_density,grocery_density,fast_food_ratio,no_grocery,dist_to_fast_food_km,dist_to_grocery_km,dist_scaled,no_car_scaled,raw_label,median_age,snap_rate,pct_under_18,pct_65_plus,pct_working_age
37.24,10.3,31.1,6.6,2.4,1.073345259391771,0.2010533847620545,3.0,110250.0,2.031019202363368,3724,0.6627828546202703,0.4418552364135135,1.2,0,1.2112417992982063,1.0752508432104153,-0.243313148609147,-0.8263153303113195,Census Tract 37.24; Lancaster County; Nebraska!!Estimate,44.1,0.0,20.28,29.64,50.08
37.25,7.7,32.5,4.2,2.2,0.622568093385214,-1.041153173621216,10.0,130852.0,2.0458265139116203,3725,0.0,0.0,0.0,1,4.20222407966239,3.9668464569896233,1.1646928012016302,-0.8939294314750151,Census Tract 37.25; Lancaster County; Nebraska!!Estimate,36.0,0.0,35.05,13.29,51.66
37.26,7.3,32.0,3.8,1.9,0.0,-0.3916223538693911,2.1,120804.0,2.4324324324324325,3726,0.0554546015504616,0.2218184062018464,0.2222222222222222,0,2.206879766544085,2.389542389284683,0.3966554237044622,-0.987311229005604,Census Tract 37.26; Lancaster County; Nebraska!!Estimate,33.7,0.37,28.63,12.71,58.66
37.27,8.6,32.7,4.8,3.6,6.169429097605893,-0.0025881166392665,3.6,129405.0,1.7713365539452497,3727,0.1095926323592755,0.0,2.0,1,2.2884303112391056,1.660762928840682,0.0417905139932687,-0.0619307204425237,Census Tract 37.27; Lancaster County; Nebraska!!Estimate,39.8,0.96,25.52,20.33,54.15
37.28,8.6,34.5,4.7,3.8,0.4764173415912339,-0.4663671683619244,13.0,90927.0,6.908364259206394,3728,0.0693074465324393,0.092409928709919,0.6666666666666666,0,3.8477954460042025,2.6207083317515134,0.5092171598047319,-0.9158512422102212,Census Tract 37.28; Lancaster County; Nebraska!!Estimate,35.6,7.78,21.84,14.93,63.23
38.01,11.9,33.2,8.1,5.3,12.841530054644808,-0.063608454423477,17.7,84537.0,0.6618705035971223,3801,0.0,0.2182772447111885,0.0,0,1.473498165500456,1.4357982991327354,-0.0677516141025007,0.9388478085148566,Census Tract 38.01; Lancaster County; Nebraska!!Estimate,50.0,3.81,23.33,36.76,39.91
38.02,10.1,34.1,6.3,4.1,5.358435916002897,0.0207417479555188,5.4,96177.0,1.334519572953737,3802,0.0,0.2188483426600208,0.0,0,1.3486153019045677,1.3428977578889658,-0.1129877163391175,-0.1835752471823158,Census Tract 38.02; Lancaster County; Nebraska!!Estimate,43.6,4.11,19.62,20.6,59.78
101.0,8.8,33.8,5.1,0.8,0.8374571754853445,-1.2283042578313084,3.4,116577.0,1.7219917012448134,10100,0.0041470794085766,0.0027647196057177,1.2,0,4.429318936771893,4.502353694059511,1.4254475804550422,-0.8616972484103553,Census Tract 101; Lancaster County; Nebraska!!Estimate,40.8,1.13,29.89,19.77,50.34
102.02,10.8,35.7,6.3,1.8,2.0654044750430294,-0.7522560498182486,3.7,111509.0,4.160246533127889,10202,0.0,0.0038687536254028,0.0,0,12.23697853422693,3.8551852171044447,1.1103215435567553,-0.6775118921033493,Census Tract 102.02; Lancaster County; Nebraska!!Estimate,40.7,1.4,28.18,18.32,53.5
102.03,7.5,31.6,4.4,3.3,6.87960687960688,-0.0001700135721288,6.7,142083.0,4.351204351204351,10203,0.0656058037271469,0.0656058037271469,0.6666666666666666,0,1.7548189872478617,1.567108573782087,-0.0038126431424723,0.0445920496032978,Census Tract 102.03; Lancaster County; Nebraska!!Estimate,35.3,0.95,28.93,8.55,62.52
102.04,6.8,33.2,3.1,4.5,1.875293014533521,-0.3518076539728804,13.6,81212.0,6.913890634820867,10204,0.0,0.0,0.0,1,2.61209509426185,2.5982708511456694,0.4982916673045885,-0.7060275679019784,Census Tract 102.04; Lancaster County; Nebraska!!Estimate,29.1,2.43,26.39,4.49,69.12
103.0,10.0,34.3,5.9,3.6,2.6635784597568035,-3.930923632947069,4.9,123875.0,1.4746543778801844,10300,0.0,0.0012377798734588,0.0,0,14.855029759799294,15.309226931365131,6.6876432154422725,-0.5877890770055241,Census Tract 103; Lancaster County; Nebraska!!Estimate,44.9,5.64,22.57,22.85,54.58
104.01,7.7,33.4,4.4,1.4,2.7450980392156863,-0.2054748207897526,1.6,117669.0,1.7429193899782136,10401,0.0048667894835788,0.0048667894835788,0.6666666666666666,0,2.245546946871503,2.3081004075577987,0.3569988429953901,-0.5755615874430323,Census Tract 104.01; Lancaster County; Nebraska!!Estimate,36.8,3.45,35.74,13.15,51.11
